Winner, Standing, Pole, Fatest_lap, City, Overtaking, Lap_nb
Raiducknen, ['Raiducknen', 'Duckmilton', 'Prostduck', 'Schumaduck', 'Duckberg', 'Verstaduck', 'Ayrduck', 'Alonsduck', 'Buckton', 'Ducktel'], Ayrduck, 56, Madrid, 48, 17
Ayrduck, ['Ayrduck', 'Alonsduck', 'Duckmilton', 'Schumaduck', 'Raiducknen', 'Ducktel', 'Buckton', 'Verstaduck', 'Prostduck', 'Duckberg'], Duckmilton, 57, Tokyo, 44, 15
Alonsduck, ['Alonsduck', 'Duckmilton', 'Raiducknen', 'Buckton', 'Schumaduck', 'Ducktel', 'Duckberg', 'Verstaduck', 'Ayrduck', 'Prostduck'], Buckton, 52, Londres, 42, 13
Duckmilton, ['Duckmilton', 'Schumaduck', 'Verstaduck', 'Raiducknen', 'Ducktel', 'Alonsduck', 'Buckton', 'Prostduck', 'Duckberg', 'Ayrduck'], Schumaduck, 52, Pekin, 48, 10
Verstaduck, ['Verstaduck', 'Duckmilton', 'Schumaduck', 'Buckton', 'Alonsduck', 'Ducktel', 'Raiducknen', 'Duckberg', 'Ayrduck', 'Prostduck'], Alonsduck, 59, Madrid, 49, 17
Alonsduck, ['Alonsduck', 'Duckmilton', 'Ducktel', 'Prostduck', 'Schumaduck', 'Buckton', 'Duckberg', 'Verstaduck', 'Raiducknen', 'Ayrduck'], Raiducknen, 59, Pekin, 41, 11
Verstaduck, ['Verstaduck', 'Duckmilton', 'Alonsduck', 'Duckberg', 'Raiducknen', 'Buckton', 'Ayrduck', 'Schumaduck', 'Ducktel', 'Prostduck'], Raiducknen, 54, Singapour, 47, 18
Duckmilton, ['Duckmilton', 'Prostduck', 'Ducktel', 'Schumaduck', 'Verstaduck', 'Buckton', 'Alonsduck', 'Duckberg', 'Raiducknen', 'Ayrduck'], Duckberg, 57, Rome, 43, 10
Duckmilton, ['Duckmilton', 'Ducktel', 'Verstaduck', 'Alonsduck', 'Duckberg', 'Schumaduck', 'Raiducknen', 'Buckton', 'Prostduck', 'Ayrduck'], Ducktel, 55, New York, 44, 13
Duckmilton, ['Duckmilton', 'Verstaduck', 'Raiducknen', 'Schumaduck', 'Buckton', 'Ducktel', 'Prostduck', 'Duckberg', 'Alonsduck', 'Ayrduck'], Raiducknen, 55, Londres, 43, 14
Ducktel, ['Ducktel', 'Duckmilton', 'Ayrduck', 'Verstaduck', 'Schumaduck', 'Duckberg', 'Raiducknen', 'Alonsduck', 'Prostduck', 'Buckton'], Raiducknen, 54, New York, 43, 14
Duckmilton, ['Duckmilton', 'Buckton', 'Verstaduck', 'Prostduck', 'Schumaduck', 'Ducktel', 'Raiducknen', 'Alonsduck', 'Duckberg', 'Ayrduck'], Schumaduck, 57, Berne, 40, 12
Duckmilton, ['Duckmilton', 'Verstaduck', 'Ducktel', 'Raiducknen', 'Schumaduck', 'Alonsduck', 'Buckton', 'Prostduck', 'Ayrduck', 'Duckberg'], Verstaduck, 58, Rio, 43, 13
Alonsduck, ['Alonsduck', 'Verstaduck', 'Duckmilton', 'Schumaduck', 'Prostduck', 'Duckberg', 'Buckton', 'Raiducknen', 'Ducktel', 'Ayrduck'], Duckberg, 55, Madrid, 42, 17
Duckmilton, ['Duckmilton', 'Ducktel', 'Schumaduck', 'Raiducknen', 'Alonsduck', 'Verstaduck', 'Buckton', 'Prostduck', 'Duckberg', 'Ayrduck'], Prostduck, 50, Berne, 45, 20
Duckmilton, ['Duckmilton', 'Ducktel', 'Duckberg', 'Schumaduck', 'Raiducknen', 'Verstaduck', 'Alonsduck', 'Prostduck', 'Buckton', 'Ayrduck'], Duckmilton, 53, Berlin, 41, 10
Duckmilton, ['Duckmilton', 'Verstaduck', 'Schumaduck', 'Buckton', 'Raiducknen', 'Duckberg', 'Prostduck', 'Alonsduck', 'Ducktel', 'Ayrduck'], Ayrduck, 59, Paris, 46, 16
Duckmilton, ['Duckmilton', 'Buckton', 'Ducktel', 'Verstaduck', 'Schumaduck', 'Prostduck', 'Alonsduck', 'Raiducknen', 'Duckberg', 'Ayrduck'], Prostduck, 54, Pekin, 45, 16
Duckmilton, ['Duckmilton', 'Ducktel', 'Duckberg', 'Verstaduck', 'Prostduck', 'Ayrduck', 'Schumaduck', 'Buckton', 'Alonsduck', 'Raiducknen'], Schumaduck, 54, Tokyo, 40, 18
Duckmilton, ['Duckmilton', 'Schumaduck', 'Alonsduck', 'Ayrduck', 'Raiducknen', 'Ducktel', 'Verstaduck', 'Prostduck', 'Duckberg', 'Buckton'], Duckberg, 53, Berlin, 42, 19
Duckmilton, ['Duckmilton', 'Schumaduck', 'Ducktel', 'Raiducknen', 'Alonsduck', 'Duckberg', 'Verstaduck', 'Prostduck', 'Buckton', 'Ayrduck'], Duckmilton, 54, Berlin, 49, 19
Duckmilton, ['Duckmilton', 'Ducktel', 'Alonsduck', 'Prostduck', 'Schumaduck', 'Duckberg', 'Raiducknen', 'Verstaduck', 'Buckton', 'Ayrduck'], Prostduck, 58, Rio, 50, 17
Duckmilton, ['Duckmilton', 'Verstaduck', 'Schumaduck', 'Alonsduck', 'Ducktel', 'Raiducknen', 'Ayrduck', 'Duckberg', 'Prostduck', 'Buckton'], Ayrduck, 59, Madrid, 50, 19
Duckmilton, ['Duckmilton', 'Schumaduck', 'Verstaduck', 'Alonsduck', 'Ducktel', 'Raiducknen', 'Duckberg', 'Ayrduck', 'Buckton', 'Prostduck'], Schumaduck, 50, Moscou, 44, 20
Schumaduck, ['Schumaduck', 'Duckmilton', 'Alonsduck', 'Verstaduck', 'Raiducknen', 'Duckberg', 'Ducktel', 'Prostduck', 'Buckton', 'Ayrduck'], Verstaduck, 59, Berne, 43, 10
Duckmilton, ['Duckmilton', 'Verstaduck', 'Raiducknen', 'Schumaduck', 'Ducktel', 'Prostduck', 'Alonsduck', 'Buckton', 'Duckberg', 'Ayrduck'], Raiducknen, 59, Berne, 44, 18
Verstaduck, ['Verstaduck', 'Raiducknen', 'Duckmilton', 'Ducktel', 'Alonsduck', 'Buckton', 'Schumaduck', 'Duckberg', 'Prostduck', 'Ayrduck'], Buckton, 50, Rome, 42, 10
Duckmilton, ['Duckmilton', 'Ducktel', 'Raiducknen', 'Alonsduck', 'Verstaduck', 'Prostduck', 'Schumaduck', 'Duckberg', 'Buckton', 'Ayrduck'], Duckberg, 57, Berne, 49, 13
Duckmilton, ['Duckmilton', 'Schumaduck', 'Raiducknen', 'Verstaduck', 'Alonsduck', 'Duckberg', 'Ducktel', 'Ayrduck', 'Prostduck', 'Buckton'], Ducktel, 59, Berlin, 49, 12
Duckmilton, ['Duckmilton', 'Verstaduck', 'Raiducknen', 'Ayrduck', 'Ducktel', 'Buckton', 'Schumaduck', 'Alonsduck', 'Prostduck', 'Duckberg'], Ayrduck, 60, Moscou, 44, 15
Duckmilton, ['Duckmilton', 'Schumaduck', 'Raiducknen', 'Verstaduck', 'Alonsduck', 'Ducktel', 'Prostduck', 'Duckberg', 'Buckton', 'Ayrduck'], Ducktel, 60, New York, 49, 10
Duckberg, ['Duckberg', 'Duckmilton', 'Verstaduck', 'Schumaduck', 'Buckton', 'Ducktel', 'Ayrduck', 'Alonsduck', 'Raiducknen', 'Prostduck'], Ducktel, 52, Singapour, 45, 10
Duckmilton, ['Duckmilton', 'Verstaduck', 'Raiducknen', 'Schumaduck', 'Ducktel', 'Alonsduck', 'Duckberg', 'Buckton', 'Ayrduck', 'Prostduck'], Prostduck, 57, Paris, 49, 15
Duckmilton, ['Duckmilton', 'Schumaduck', 'Prostduck', 'Alonsduck', 'Duckberg', 'Ducktel', 'Buckton', 'Verstaduck', 'Raiducknen', 'Ayrduck'], Duckmilton, 51, Berlin, 42, 16
Duckmilton, ['Duckmilton', 'Alonsduck', 'Raiducknen', 'Ducktel', 'Buckton', 'Schumaduck', 'Ayrduck', 'Verstaduck', 'Prostduck', 'Duckberg'], Ducktel, 52, Berlin, 41, 12
Duckmilton, ['Duckmilton', 'Buckton', 'Verstaduck', 'Ducktel', 'Alonsduck', 'Schumaduck', 'Ayrduck', 'Duckberg', 'Prostduck', 'Raiducknen'], Buckton, 56, Tokyo, 49, 20
Ducktel, ['Ducktel', 'Duckmilton', 'Schumaduck', 'Prostduck', 'Verstaduck', 'Raiducknen', 'Buckton', 'Ayrduck', 'Alonsduck', 'Duckberg'], Duckmilton, 55, New York, 48, 12
Buckton, ['Buckton', 'Prostduck', 'Duckmilton', 'Ducktel', 'Alonsduck', 'Verstaduck', 'Ayrduck', 'Raiducknen', 'Schumaduck', 'Duckberg'], Duckberg, 56, Rio, 42, 11
Prostduck, ['Prostduck', 'Duckmilton', 'Alonsduck', 'Schumaduck', 'Duckberg', 'Ducktel', 'Buckton', 'Verstaduck', 'Raiducknen', 'Ayrduck'], Duckberg, 55, Pekin, 47, 10
Duckmilton, ['Duckmilton', 'Verstaduck', 'Duckberg', 'Schumaduck', 'Ducktel', 'Alonsduck', 'Ayrduck', 'Raiducknen', 'Prostduck', 'Buckton'], Prostduck, 55, Madrid, 47, 20
Raiducknen, ['Raiducknen', 'Duckmilton', 'Schumaduck', 'Buckton', 'Ducktel', 'Verstaduck', 'Prostduck', 'Duckberg', 'Alonsduck', 'Ayrduck'], Ducktel, 57, Tokyo, 47, 11
Raiducknen, ['Raiducknen', 'Duckmilton', 'Alonsduck', 'Schumaduck', 'Verstaduck', 'Ducktel', 'Buckton', 'Duckberg', 'Ayrduck', 'Prostduck'], Duckberg, 57, Rio, 48, 10
Duckmilton, ['Duckmilton', 'Verstaduck', 'Schumaduck', 'Duckberg', 'Buckton', 'Prostduck', 'Ducktel', 'Raiducknen', 'Alonsduck', 'Ayrduck'], Alonsduck, 55, Tokyo, 40, 18
Duckmilton, ['Duckmilton', 'Verstaduck', 'Schumaduck', 'Ducktel', 'Duckberg', 'Raiducknen', 'Prostduck', 'Alonsduck', 'Ayrduck', 'Buckton'], Prostduck, 58, New York, 49, 13
Prostduck, ['Prostduck', 'Verstaduck', 'Duckmilton', 'Ducktel', 'Raiducknen', 'Schumaduck', 'Buckton', 'Alonsduck', 'Ayrduck', 'Duckberg'], Alonsduck, 54, Berlin, 40, 18
Raiducknen, ['Raiducknen', 'Duckberg', 'Duckmilton', 'Verstaduck', 'Ducktel', 'Alonsduck', 'Schumaduck', 'Ayrduck', 'Prostduck', 'Buckton'], Schumaduck, 60, Madrid, 48, 10
Duckmilton, ['Duckmilton', 'Schumaduck', 'Prostduck', 'Ayrduck', 'Raiducknen', 'Alonsduck', 'Duckberg', 'Buckton', 'Verstaduck', 'Ducktel'], Schumaduck, 50, Paris, 48, 20
Schumaduck, ['Schumaduck', 'Duckberg', 'Duckmilton', 'Verstaduck', 'Raiducknen', 'Buckton', 'Alonsduck', 'Ducktel', 'Prostduck', 'Ayrduck'], Verstaduck, 52, Berlin, 46, 20
Duckmilton, ['Duckmilton', 'Schumaduck', 'Raiducknen', 'Verstaduck', 'Prostduck', 'Alonsduck', 'Duckberg', 'Ducktel', 'Buckton', 'Ayrduck'], Schumaduck, 51, Singapour, 42, 13
Duckmilton, ['Duckmilton', 'Verstaduck', 'Schumaduck', 'Duckberg', 'Ducktel', 'Ayrduck', 'Alonsduck', 'Raiducknen', 'Prostduck', 'Buckton'], Verstaduck, 55, Londres, 41, 14
Duckmilton, ['Duckmilton', 'Buckton', 'Verstaduck', 'Prostduck', 'Ducktel', 'Schumaduck', 'Raiducknen', 'Alonsduck', 'Ayrduck', 'Duckberg'], Schumaduck, 57, Pekin, 45, 20
Duckmilton, ['Duckmilton', 'Buckton', 'Verstaduck', 'Alonsduck', 'Raiducknen', 'Schumaduck', 'Ducktel', 'Prostduck', 'Duckberg', 'Ayrduck'], Ayrduck, 58, Madrid, 40, 18
Raiducknen, ['Raiducknen', 'Duckmilton', 'Ayrduck', 'Duckberg', 'Schumaduck', 'Ducktel', 'Alonsduck', 'Prostduck', 'Buckton', 'Verstaduck'], Verstaduck, 54, Paris, 46, 14
Ayrduck, ['Ayrduck', 'Duckmilton', 'Verstaduck', 'Schumaduck', 'Duckberg', 'Buckton', 'Alonsduck', 'Raiducknen', 'Ducktel', 'Prostduck'], Duckmilton, 60, Madrid, 41, 13
Duckmilton, ['Duckmilton', 'Schumaduck', 'Alonsduck', 'Verstaduck', 'Duckberg', 'Raiducknen', 'Ducktel', 'Ayrduck', 'Prostduck', 'Buckton'], Ducktel, 53, Rio, 44, 11
Duckmilton, ['Duckmilton', 'Buckton', 'Schumaduck', 'Duckberg', 'Verstaduck', 'Ayrduck', 'Raiducknen', 'Ducktel', 'Alonsduck', 'Prostduck'], Prostduck, 58, Moscou, 46, 13
Duckmilton, ['Duckmilton', 'Prostduck', 'Schumaduck', 'Verstaduck', 'Alonsduck', 'Ducktel', 'Raiducknen', 'Ayrduck', 'Buckton', 'Duckberg'], Verstaduck, 55, Pekin, 46, 10
Ducktel, ['Ducktel', 'Raiducknen', 'Duckmilton', 'Schumaduck', 'Verstaduck', 'Ayrduck', 'Alonsduck', 'Duckberg', 'Prostduck', 'Buckton'], Verstaduck, 53, Londres, 48, 16
Duckmilton, ['Duckmilton', 'Verstaduck', 'Raiducknen', 'Ducktel', 'Alonsduck', 'Schumaduck', 'Ayrduck', 'Duckberg', 'Buckton', 'Prostduck'], Verstaduck, 55, Tokyo, 48, 11
Duckmilton, ['Duckmilton', 'Alonsduck', 'Schumaduck', 'Duckberg', 'Ayrduck', 'Verstaduck', 'Ducktel', 'Buckton', 'Prostduck', 'Raiducknen'], Buckton, 56, Madrid, 47, 16
Ducktel, ['Ducktel', 'Duckmilton', 'Buckton', 'Raiducknen', 'Schumaduck', 'Prostduck', 'Alonsduck', 'Ayrduck', 'Verstaduck', 'Duckberg'], Alonsduck, 51, Pekin, 50, 11
Duckmilton, ['Duckmilton', 'Duckberg', 'Buckton', 'Raiducknen', 'Verstaduck', 'Schumaduck', 'Prostduck', 'Ducktel', 'Alonsduck', 'Ayrduck'], Duckmilton, 50, New York, 40, 10
Alonsduck, ['Alonsduck', 'Duckmilton', 'Buckton', 'Schumaduck', 'Verstaduck', 'Ducktel', 'Raiducknen', 'Duckberg', 'Prostduck', 'Ayrduck'], Verstaduck, 57, Moscou, 49, 10
Ayrduck, ['Ayrduck', 'Duckmilton', 'Ducktel', 'Prostduck', 'Raiducknen', 'Schumaduck', 'Verstaduck', 'Buckton', 'Duckberg', 'Alonsduck'], Prostduck, 57, Berne, 40, 13
Verstaduck, ['Verstaduck', 'Duckmilton', 'Buckton', 'Alonsduck', 'Raiducknen', 'Duckberg', 'Prostduck', 'Ducktel', 'Schumaduck', 'Ayrduck'], Alonsduck, 57, Tokyo, 43, 12
Verstaduck, ['Verstaduck', 'Buckton', 'Schumaduck', 'Duckmilton', 'Duckberg', 'Prostduck', 'Ducktel', 'Raiducknen', 'Alonsduck', 'Ayrduck'], Ayrduck, 53, Rio, 45, 17
Duckmilton, ['Duckmilton', 'Ducktel', 'Alonsduck', 'Verstaduck', 'Prostduck', 'Raiducknen', 'Duckberg', 'Schumaduck', 'Buckton', 'Ayrduck'], Schumaduck, 50, Berlin, 45, 17
Duckmilton, ['Duckmilton', 'Schumaduck', 'Ayrduck', 'Verstaduck', 'Prostduck', 'Raiducknen', 'Alonsduck', 'Buckton', 'Ducktel', 'Duckberg'], Buckton, 59, Rio, 45, 11
Duckmilton, ['Duckmilton', 'Raiducknen', 'Duckberg', 'Verstaduck', 'Ducktel', 'Alonsduck', 'Schumaduck', 'Prostduck', 'Buckton', 'Ayrduck'], Prostduck, 60, Pekin, 49, 11
Duckmilton, ['Duckmilton', 'Alonsduck', 'Raiducknen', 'Ayrduck', 'Prostduck', 'Duckberg', 'Schumaduck', 'Ducktel', 'Verstaduck', 'Buckton'], Ayrduck, 60, Pekin, 40, 13
Duckmilton, ['Duckmilton', 'Buckton', 'Prostduck', 'Verstaduck', 'Ducktel', 'Schumaduck', 'Ayrduck', 'Raiducknen', 'Alonsduck', 'Duckberg'], Schumaduck, 58, Moscou, 45, 16
Duckmilton, ['Duckmilton', 'Verstaduck', 'Ayrduck', 'Alonsduck', 'Ducktel', 'Buckton', 'Schumaduck', 'Duckberg', 'Prostduck', 'Raiducknen'], Verstaduck, 55, Berne, 43, 16
Duckmilton, ['Duckmilton', 'Alonsduck', 'Schumaduck', 'Verstaduck', 'Buckton', 'Raiducknen', 'Ayrduck', 'Prostduck', 'Duckberg', 'Ducktel'], Schumaduck, 55, Berlin, 45, 10
Schumaduck, ['Schumaduck', 'Prostduck', 'Verstaduck', 'Duckmilton', 'Ducktel', 'Buckton', 'Alonsduck', 'Ayrduck', 'Duckberg', 'Raiducknen'], Buckton, 52, Moscou, 46, 20
Ayrduck, ['Ayrduck', 'Schumaduck', 'Duckmilton', 'Verstaduck', 'Buckton', 'Prostduck', 'Duckberg', 'Raiducknen', 'Ducktel', 'Alonsduck'], Duckberg, 59, Berlin, 42, 12
Ducktel, ['Ducktel', 'Verstaduck', 'Duckmilton', 'Alonsduck', 'Prostduck', 'Schumaduck', 'Raiducknen', 'Duckberg', 'Ayrduck', 'Buckton'], Raiducknen, 57, Pekin, 48, 19
Schumaduck, ['Schumaduck', 'Duckmilton', 'Ducktel', 'Duckberg', 'Prostduck', 'Ayrduck', 'Verstaduck', 'Alonsduck', 'Raiducknen', 'Buckton'], Prostduck, 51, Pekin, 42, 14
Duckmilton, ['Duckmilton', 'Verstaduck', 'Schumaduck', 'Raiducknen', 'Alonsduck', 'Duckberg', 'Buckton', 'Ducktel', 'Ayrduck', 'Prostduck'], Ayrduck, 60, Moscou, 40, 12
Verstaduck, ['Verstaduck', 'Duckmilton', 'Ducktel', 'Alonsduck', 'Schumaduck', 'Duckberg', 'Buckton', 'Prostduck', 'Raiducknen', 'Ayrduck'], Alonsduck, 50, Moscou, 45, 10
Duckmilton, ['Duckmilton', 'Ducktel', 'Prostduck', 'Schumaduck', 'Verstaduck', 'Duckberg', 'Raiducknen', 'Buckton', 'Alonsduck', 'Ayrduck'], Prostduck, 54, Londres, 43, 18
Duckmilton, ['Duckmilton', 'Verstaduck', 'Raiducknen', 'Prostduck', 'Alonsduck', 'Duckberg', 'Schumaduck', 'Ducktel', 'Buckton', 'Ayrduck'], Raiducknen, 59, New York, 45, 17
Schumaduck, ['Schumaduck', 'Duckmilton', 'Verstaduck', 'Ducktel', 'Alonsduck', 'Buckton', 'Ayrduck', 'Raiducknen', 'Prostduck', 'Duckberg'], Schumaduck, 60, Singapour, 43, 13
Duckmilton, ['Duckmilton', 'Duckberg', 'Raiducknen', 'Verstaduck', 'Alonsduck', 'Prostduck', 'Ducktel', 'Schumaduck', 'Buckton', 'Ayrduck'], Ducktel, 60, Paris, 43, 15
Schumaduck, ['Schumaduck', 'Duckberg', 'Buckton', 'Duckmilton', 'Alonsduck', 'Raiducknen', 'Verstaduck', 'Ducktel', 'Prostduck', 'Ayrduck'], Prostduck, 50, Londres, 44, 17
Duckmilton, ['Duckmilton', 'Alonsduck', 'Schumaduck', 'Raiducknen', 'Buckton', 'Ducktel', 'Prostduck', 'Verstaduck', 'Duckberg', 'Ayrduck'], Raiducknen, 56, Pekin, 42, 17
Duckmilton, ['Duckmilton', 'Verstaduck', 'Schumaduck', 'Ducktel', 'Prostduck', 'Alonsduck', 'Duckberg', 'Raiducknen', 'Buckton', 'Ayrduck'], Raiducknen, 57, Rio, 47, 17
Duckmilton, ['Duckmilton', 'Schumaduck', 'Ducktel', 'Alonsduck', 'Verstaduck', 'Ayrduck', 'Raiducknen', 'Duckberg', 'Prostduck', 'Buckton'], Ducktel, 54, Tokyo, 41, 10
Duckmilton, ['Duckmilton', 'Buckton', 'Duckberg', 'Schumaduck', 'Ducktel', 'Verstaduck', 'Prostduck', 'Alonsduck', 'Raiducknen', 'Ayrduck'], Alonsduck, 50, Rome, 50, 19
Duckmilton, ['Duckmilton', 'Duckberg', 'Prostduck', 'Alonsduck', 'Ducktel', 'Schumaduck', 'Verstaduck', 'Buckton', 'Ayrduck', 'Raiducknen'], Alonsduck, 57, Rome, 42, 11
Schumaduck, ['Schumaduck', 'Duckmilton', 'Ducktel', 'Ayrduck', 'Alonsduck', 'Buckton', 'Verstaduck', 'Raiducknen', 'Prostduck', 'Duckberg'], Buckton, 50, Berne, 48, 11
Duckmilton, ['Duckmilton', 'Schumaduck', 'Buckton', 'Alonsduck', 'Verstaduck', 'Ducktel', 'Duckberg', 'Ayrduck', 'Prostduck', 'Raiducknen'], Alonsduck, 56, Moscou, 45, 19
Duckmilton, ['Duckmilton', 'Duckberg', 'Schumaduck', 'Ducktel', 'Alonsduck', 'Ayrduck', 'Verstaduck', 'Raiducknen', 'Prostduck', 'Buckton'], Duckmilton, 50, Berlin, 47, 20
Duckmilton, ['Duckmilton', 'Alonsduck', 'Verstaduck', 'Prostduck', 'Schumaduck', 'Raiducknen', 'Ayrduck', 'Ducktel', 'Duckberg', 'Buckton'], Schumaduck, 51, Rio, 45, 12
Ayrduck, ['Ayrduck', 'Duckmilton', 'Verstaduck', 'Ducktel', 'Schumaduck', 'Duckberg', 'Prostduck', 'Alonsduck', 'Raiducknen', 'Buckton'], Duckmilton, 55, Rome, 50, 19
Schumaduck, ['Schumaduck', 'Duckmilton', 'Ducktel', 'Raiducknen', 'Duckberg', 'Verstaduck', 'Prostduck', 'Alonsduck', 'Buckton', 'Ayrduck'], Alonsduck, 56, Berne, 43, 14
Duckmilton, ['Duckmilton', 'Duckberg', 'Schumaduck', 'Ducktel', 'Alonsduck', 'Ayrduck', 'Raiducknen', 'Verstaduck', 'Buckton', 'Prostduck'], Raiducknen, 54, Rio, 47, 16
Alonsduck, ['Alonsduck', 'Schumaduck', 'Duckmilton', 'Verstaduck', 'Ayrduck', 'Ducktel', 'Raiducknen', 'Buckton', 'Duckberg', 'Prostduck'], Buckton, 55, Paris, 41, 12
Duckmilton, ['Duckmilton', 'Verstaduck', 'Schumaduck', 'Alonsduck', 'Raiducknen', 'Duckberg', 'Prostduck', 'Ducktel', 'Ayrduck', 'Buckton'], Buckton, 59, Pekin, 47, 18
Alonsduck, ['Alonsduck', 'Buckton', 'Duckmilton', 'Ducktel', 'Duckberg', 'Verstaduck', 'Raiducknen', 'Schumaduck', 'Ayrduck', 'Prostduck'], Raiducknen, 58, Rio, 45, 13
Duckmilton, ['Duckmilton', 'Schumaduck', 'Verstaduck', 'Ducktel', 'Buckton', 'Duckberg', 'Raiducknen', 'Ayrduck', 'Prostduck', 'Alonsduck'], Schumaduck, 50, Rome, 47, 14
Verstaduck, ['Verstaduck', 'Duckmilton', 'Alonsduck', 'Prostduck', 'Raiducknen', 'Schumaduck', 'Ducktel', 'Duckberg', 'Ayrduck', 'Buckton'], Duckmilton, 52, Pekin, 48, 16
Duckmilton, ['Duckmilton', 'Raiducknen', 'Buckton', 'Verstaduck', 'Ducktel', 'Prostduck', 'Alonsduck', 'Schumaduck', 'Duckberg', 'Ayrduck'], Schumaduck, 51, Singapour, 50, 20
Duckmilton, ['Duckmilton', 'Schumaduck', 'Verstaduck', 'Prostduck', 'Raiducknen', 'Alonsduck', 'Duckberg', 'Ayrduck', 'Ducktel', 'Buckton'], Duckmilton, 60, Moscou, 47, 14
Duckmilton, ['Duckmilton', 'Ayrduck', 'Alonsduck', 'Ducktel', 'Buckton', 'Verstaduck', 'Duckberg', 'Schumaduck', 'Prostduck', 'Raiducknen'], Verstaduck, 52, Madrid, 41, 19
Duckmilton, ['Duckmilton', 'Schumaduck', 'Duckberg', 'Verstaduck', 'Buckton', 'Ducktel', 'Raiducknen', 'Alonsduck', 'Ayrduck', 'Prostduck'], Prostduck, 50, Paris, 49, 14
Duckmilton, ['Duckmilton', 'Verstaduck', 'Raiducknen', 'Ayrduck', 'Ducktel', 'Schumaduck', 'Buckton', 'Alonsduck', 'Duckberg', 'Prostduck'], Ayrduck, 58, Singapour, 50, 18
Ducktel, ['Ducktel', 'Duckmilton', 'Schumaduck', 'Verstaduck', 'Alonsduck', 'Duckberg', 'Raiducknen', 'Buckton', 'Prostduck', 'Ayrduck'], Duckberg, 56, Paris, 45, 10
Duckmilton, ['Duckmilton', 'Ducktel', 'Raiducknen', 'Ayrduck', 'Verstaduck', 'Alonsduck', 'Buckton', 'Prostduck', 'Schumaduck', 'Duckberg'], Schumaduck, 52, Tokyo, 49, 14
Duckmilton, ['Duckmilton', 'Raiducknen', 'Schumaduck', 'Verstaduck', 'Duckberg', 'Ducktel', 'Prostduck', 'Buckton', 'Alonsduck', 'Ayrduck'], Verstaduck, 55, Paris, 40, 19
Duckmilton, ['Duckmilton', 'Prostduck', 'Alonsduck', 'Ducktel', 'Buckton', 'Raiducknen', 'Verstaduck', 'Duckberg', 'Schumaduck', 'Ayrduck'], Duckberg, 56, Pekin, 43, 19
Duckmilton, ['Duckmilton', 'Duckberg', 'Verstaduck', 'Prostduck', 'Alonsduck', 'Ducktel', 'Raiducknen', 'Schumaduck', 'Buckton', 'Ayrduck'], Ayrduck, 56, Pekin, 50, 13
Duckberg, ['Duckberg', 'Ducktel', 'Duckmilton', 'Schumaduck', 'Raiducknen', 'Alonsduck', 'Prostduck', 'Buckton', 'Verstaduck', 'Ayrduck'], Duckberg, 59, Rome, 48, 18
Schumaduck, ['Schumaduck', 'Duckmilton', 'Ducktel', 'Verstaduck', 'Buckton', 'Duckberg', 'Raiducknen', 'Alonsduck', 'Prostduck', 'Ayrduck'], Raiducknen, 59, Paris, 44, 13
Duckmilton, ['Duckmilton', 'Alonsduck', 'Buckton', 'Raiducknen', 'Ducktel', 'Ayrduck', 'Duckberg', 'Verstaduck', 'Prostduck', 'Schumaduck'], Duckberg, 56, Pekin, 48, 15
Duckmilton, ['Duckmilton', 'Ducktel', 'Duckberg', 'Verstaduck', 'Alonsduck', 'Schumaduck', 'Prostduck', 'Raiducknen', 'Ayrduck', 'Buckton'], Duckberg, 53, Berne, 49, 17
Duckmilton, ['Duckmilton', 'Alonsduck', 'Schumaduck', 'Verstaduck', 'Buckton', 'Ducktel', 'Prostduck', 'Raiducknen', 'Duckberg', 'Ayrduck'], Verstaduck, 50, New York, 48, 18
Ayrduck, ['Ayrduck', 'Duckmilton', 'Raiducknen', 'Schumaduck', 'Ducktel', 'Verstaduck', 'Buckton', 'Duckberg', 'Prostduck', 'Alonsduck'], Duckmilton, 56, Singapour, 44, 17
Duckmilton, ['Duckmilton', 'Duckberg', 'Raiducknen', 'Buckton', 'Alonsduck', 'Ducktel', 'Ayrduck', 'Verstaduck', 'Schumaduck', 'Prostduck'], Duckberg, 58, Paris, 41, 20
Raiducknen, ['Raiducknen', 'Duckmilton', 'Verstaduck', 'Ducktel', 'Duckberg', 'Schumaduck', 'Ayrduck', 'Buckton', 'Alonsduck', 'Prostduck'], Duckmilton, 59, Paris, 47, 14
Duckmilton, ['Duckmilton', 'Alonsduck', 'Raiducknen', 'Schumaduck', 'Ducktel', 'Verstaduck', 'Buckton', 'Prostduck', 'Duckberg', 'Ayrduck'], Prostduck, 54, Berlin, 41, 13
Duckmilton, ['Duckmilton', 'Verstaduck', 'Ducktel', 'Raiducknen', 'Duckberg', 'Ayrduck', 'Schumaduck', 'Alonsduck', 'Buckton', 'Prostduck'], Prostduck, 51, Madrid, 47, 19
Duckmilton, ['Duckmilton', 'Alonsduck', 'Duckberg', 'Schumaduck', 'Ayrduck', 'Ducktel', 'Raiducknen', 'Prostduck', 'Buckton', 'Verstaduck'], Raiducknen, 54, Singapour, 48, 20
Ducktel, ['Ducktel', 'Buckton', 'Duckmilton', 'Verstaduck', 'Schumaduck', 'Alonsduck', 'Duckberg', 'Prostduck', 'Raiducknen', 'Ayrduck'], Raiducknen, 50, Londres, 47, 13
